img_index,person,bicycle,car,motorcycle,chair,couch,potted plant,bed,dining table,toilet,tv,laptop,microwave,oven,toaster,sink,refrigerator
16281,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
16282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16283,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
16284,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
16285,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16286,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16287,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0
16288,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
16289,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1
16290,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
16291,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16292,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0
16293,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1
16294,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1
16295,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
16296,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
16297,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1
16298,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
16299,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16300,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16301,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
16302,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16303,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
16304,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1
16305,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
16306,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
16307,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
16308,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1
16309,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16310,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16311,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
16312,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16313,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16314,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
16315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16317,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1
16318,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
16319,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1
16320,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
16321,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1
16322,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1
16323,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1
16324,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1
16325,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
16326,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
16327,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
16328,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16329,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
16330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16331,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16332,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16333,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1
16334,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0
16335,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
16336,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1
16337,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16338,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16339,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1
16340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16341,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1
16342,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
16343,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
16344,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
16345,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
16346,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16347,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1
16348,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1
16349,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0
16350,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
16351,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
16352,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16353,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
16354,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1
16355,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
16356,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1
16357,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0
16358,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
16359,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
16360,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16361,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
16362,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
16363,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
16364,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
16365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16366,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16367,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16368,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16369,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
16370,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16371,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
16372,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16373,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16374,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1
16375,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16376,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
16377,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
16378,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16379,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
16380,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16381,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0
16382,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16383,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16384,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
16385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16386,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0
16387,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0
16388,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0
16389,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1
16390,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
16391,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
16392,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
16393,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1
16394,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
16395,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16396,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
16397,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0
16398,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1
16399,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
16400,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0
16401,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1
16402,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1
16403,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16404,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
16405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16406,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1
16407,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16408,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16409,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
16410,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1
16411,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
16412,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16413,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16414,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1
16415,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0
16416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16417,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
16418,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16419,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16420,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0
16421,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
16422,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1
16423,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
16424,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
16425,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1
16426,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16427,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
16428,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1
16429,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0
16430,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
16431,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16432,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
16433,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1
16434,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16435,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
16436,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
16437,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
16438,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1
16439,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16440,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
16441,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16442,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1
16443,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
16444,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1
16445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16446,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1
16447,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
16448,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
16449,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16451,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0
16452,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16453,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
16454,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16455,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1
16456,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
16457,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1
16458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16459,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
16460,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16461,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
16462,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0
16463,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16464,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
16465,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
16466,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
16467,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1
16468,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16469,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1
16470,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
16471,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16472,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
16473,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
16474,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
16475,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
16476,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16477,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16478,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0
16479,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16480,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1
16481,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1
16482,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
16483,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
16484,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
16485,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16486,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16487,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1
16488,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
16489,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1
16490,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
16491,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1
16492,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
16493,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1
16494,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
16495,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16497,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
16498,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0
16499,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0
16500,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1
16501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16502,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16503,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
16504,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16506,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16507,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
16508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16509,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16510,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
16511,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
16512,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
16513,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16514,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
16515,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
16516,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1
16517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16518,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
16519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16520,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16521,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
16522,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16523,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16524,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
16525,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
16526,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1
16527,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16528,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16529,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
16530,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16531,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1
16532,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16533,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1
16534,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16535,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1
16536,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1
16537,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1
16538,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0
16539,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
16540,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
16541,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16542,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
16543,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1
16544,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
16545,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
16546,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
16547,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16548,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16549,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
16550,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
16551,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
16552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16553,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16554,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
16555,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1
16556,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16557,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16558,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16559,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1
16560,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1
16561,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
16562,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
16563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16564,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
16565,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16566,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
16567,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16568,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16569,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16570,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
16571,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1
16572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16573,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
16574,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16575,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1
16576,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16577,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
16578,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16579,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
16580,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
16581,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
16582,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16583,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
16584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16585,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
16586,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
16587,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16588,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
16589,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1
16590,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16591,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0
16592,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1
16593,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16594,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1
16595,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16596,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
16597,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1
16598,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1
16599,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16600,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
16601,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
16602,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1
16603,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
16604,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
16605,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
16606,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1
16607,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0
16608,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16609,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
16610,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16611,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16612,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16613,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
16614,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16615,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1
16616,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1
16617,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
16618,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
16619,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1
16620,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
16621,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16622,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16623,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
16624,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
16625,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
16626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16627,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
16628,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1
16629,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
16630,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
16631,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0
16632,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
16633,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16634,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16635,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
16636,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16637,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1
16638,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16639,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16640,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16641,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
16642,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
16643,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1
16644,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
16645,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
16646,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
16647,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
16648,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
16649,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
16650,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
16651,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16652,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
16653,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0
16654,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16655,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0
16656,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1
